LYLTY_CARD_NBR,TOTAL_SPENDING,TOTAL_TRANSACTIONS,AVG_SALES,LIFESTAGE,PREMIUM_CUSTOMER
105085,32.2,4,8.05,OLDER SINGLES/COUPLES,Premium
105086,51.2,7,7.314285714285715,OLDER FAMILIES,Budget
105087,81.2,11,7.381818181818182,YOUNG FAMILIES,Premium
105088,25.0,4,6.25,OLDER FAMILIES,Mainstream
105089,23.0,4,5.75,YOUNG FAMILIES,Budget
105090,61.4,9,6.822222222222222,OLDER SINGLES/COUPLES,Mainstream
105091,52.8,8,6.6,OLDER SINGLES/COUPLES,Premium
105093,16.200000000000003,2,8.100000000000001,OLDER FAMILIES,Budget
105094,37.800000000000004,6,6.300000000000001,RETIREES,Budget
105095,14.6,2,7.3,NEW FAMILIES,Budget
105096,29.200000000000003,5,5.840000000000001,YOUNG SINGLES/COUPLES,Premium
105097,45.6,7,6.514285714285714,OLDER FAMILIES,Budget
105098,23.0,4,5.75,YOUNG SINGLES/COUPLES,Budget
105099,77.4,10,7.74,OLDER SINGLES/COUPLES,Mainstream
105100,27.4,4,6.85,RETIREES,Mainstream
105101,62.0,8,7.75,OLDER FAMILIES,Premium
105102,85.6,13,6.584615384615384,OLDER FAMILIES,Budget
105103,57.4,8,7.175,YOUNG FAMILIES,Premium
105104,36.0,4,9.0,YOUNG FAMILIES,Budget
105105,39.2,6,6.533333333333334,YOUNG FAMILIES,Mainstream
105106,51.2,8,6.4,YOUNG FAMILIES,Premium
105107,32.8,5,6.56,OLDER SINGLES/COUPLES,Premium
105108,41.0,6,6.833333333333333,RETIREES,Mainstream
105109,34.800000000000004,5,6.960000000000001,YOUNG FAMILIES,Premium
105110,36.4,5,7.279999999999999,RETIREES,Budget
105111,31.4,4,7.85,OLDER SINGLES/COUPLES,Budget
105112,53.0,9,5.888888888888889,OLDER SINGLES/COUPLES,Budget
105113,69.4,10,6.94,OLDER FAMILIES,Premium
105114,46.6,6,7.766666666666667,RETIREES,Mainstream
105115,59.6,8,7.45,YOUNG FAMILIES,Budget
105116,44.6,6,7.433333333333334,OLDER FAMILIES,Mainstream
105117,40.6,6,6.766666666666667,RETIREES,Premium
105118,29.4,5,5.88,OLDER SINGLES/COUPLES,Budget
105119,60.4,9,6.711111111111111,YOUNG FAMILIES,Premium
105120,56.1,9,6.233333333333333,YOUNG SINGLES/COUPLES,Mainstream
105121,22.6,4,5.65,OLDER SINGLES/COUPLES,Mainstream
105122,24.2,4,6.05,OLDER SINGLES/COUPLES,Mainstream
105123,34.800000000000004,4,8.700000000000001,MIDAGE SINGLES/COUPLES,Budget
105124,63.6,9,7.066666666666666,YOUNG FAMILIES,Budget
105125,28.0,4,7.0,OLDER SINGLES/COUPLES,Premium
105126,33.6,5,6.720000000000001,MIDAGE SINGLES/COUPLES,Mainstream
105127,46.7,6,7.783333333333334,RETIREES,Mainstream
105128,34.800000000000004,6,5.800000000000001,MIDAGE SINGLES/COUPLES,Budget
105129,38.2,4,9.55,MIDAGE SINGLES/COUPLES,Mainstream
105130,78.8,11,7.163636363636363,OLDER SINGLES/COUPLES,Budget
105131,61.0,9,6.777777777777778,OLDER FAMILIES,Budget
105132,15.8,3,5.266666666666667,MIDAGE SINGLES/COUPLES,Premium
105133,24.0,3,8.0,OLDER FAMILIES,Premium
105134,28.0,4,7.0,MIDAGE SINGLES/COUPLES,Mainstream
105135,37.4,5,7.4799999999999995,OLDER SINGLES/COUPLES,Budget
105136,31.200000000000003,5,6.24,OLDER SINGLES/COUPLES,Mainstream
105137,37.6,7,5.371428571428572,YOUNG FAMILIES,Budget
105138,42.4,5,8.48,RETIREES,Premium
105139,43.8,7,6.257142857142857,RETIREES,Premium
105140,36.2,5,7.24,YOUNG FAMILIES,Budget
105141,47.6,7,6.8,OLDER FAMILIES,Mainstream
105142,16.4,2,8.2,OLDER SINGLES/COUPLES,Premium
105143,36.8,5,7.359999999999999,RETIREES,Premium
105144,48.8,7,6.971428571428571,YOUNG FAMILIES,Budget
105145,59.6,9,6.622222222222223,OLDER FAMILIES,Mainstream
105146,61.6,10,6.16,YOUNG SINGLES/COUPLES,Mainstream
105147,51.0,7,7.285714285714286,YOUNG FAMILIES,Premium
105148,22.8,5,4.5600000000000005,RETIREES,Premium
105149,41.8,7,5.971428571428571,OLDER SINGLES/COUPLES,Premium
105150,73.6,11,6.6909090909090905,MIDAGE SINGLES/COUPLES,Premium
105151,32.8,5,6.56,MIDAGE SINGLES/COUPLES,Mainstream
105152,18.0,4,4.5,OLDER FAMILIES,Budget
105153,72.0,11,6.545454545454546,OLDER FAMILIES,Budget
105154,38.0,6,6.333333333333333,RETIREES,Mainstream
105155,12.2,2,6.1,OLDER SINGLES/COUPLES,Premium
105156,58.2,7,8.314285714285715,OLDER FAMILIES,Mainstream
105157,49.8,7,7.114285714285714,YOUNG FAMILIES,Budget
105158,33.6,6,5.6000000000000005,YOUNG FAMILIES,Premium
105159,51.2,8,6.4,MIDAGE SINGLES/COUPLES,Premium
105160,10.2,2,5.1,NEW FAMILIES,Premium
105161,30.0,5,6.0,OLDER SINGLES/COUPLES,Budget
105162,54.8,8,6.85,OLDER SINGLES/COUPLES,Premium
105163,63.2,7,9.028571428571428,OLDER FAMILIES,Budget
105164,14.4,2,7.2,RETIREES,Budget
105165,46.0,7,6.571428571428571,YOUNG FAMILIES,Mainstream
105166,37.6,6,6.266666666666667,YOUNG SINGLES/COUPLES,Premium
105167,41.6,6,6.933333333333334,RETIREES,Budget
105168,40.6,6,6.766666666666667,OLDER FAMILIES,Budget
105169,44.6,7,6.371428571428572,OLDER FAMILIES,Premium
105170,59.4,9,6.6,OLDER FAMILIES,Mainstream
105171,40.6,7,5.8,YOUNG FAMILIES,Budget
105172,13.3,3,4.433333333333334,OLDER SINGLES/COUPLES,Mainstream
105173,53.0,7,7.571428571428571,OLDER FAMILIES,Budget
105174,43.4,6,7.233333333333333,OLDER SINGLES/COUPLES,Mainstream
105175,41.2,6,6.866666666666667,OLDER SINGLES/COUPLES,Budget
105176,78.4,11,7.127272727272728,OLDER FAMILIES,Budget
105177,63.0,9,7.0,YOUNG FAMILIES,Premium
105178,37.5,6,6.25,YOUNG SINGLES/COUPLES,Mainstream
105179,26.8,4,6.7,OLDER FAMILIES,Budget
105180,36.8,5,7.359999999999999,RETIREES,Mainstream
105181,34.4,5,6.88,RETIREES,Mainstream
105182,12.0,2,6.0,RETIREES,Mainstream
105183,50.2,6,8.366666666666667,OLDER FAMILIES,Premium
105184,27.200000000000003,5,5.44,OLDER SINGLES/COUPLES,Premium
105185,20.799999999999997,3,6.933333333333333,OLDER SINGLES/COUPLES,Premium
105186,38.6,7,5.514285714285714,OLDER SINGLES/COUPLES,Premium
105187,51.0,6,8.5,MIDAGE SINGLES/COUPLES,Mainstream
105188,14.399999999999999,3,4.8,RETIREES,Premium
105189,60.2,8,7.525,OLDER FAMILIES,Mainstream
105190,15.399999999999999,2,7.699999999999999,MIDAGE SINGLES/COUPLES,Mainstream
105191,36.0,6,6.0,MIDAGE SINGLES/COUPLES,Budget
105192,77.8,11,7.072727272727272,OLDER FAMILIES,Budget
105193,47.0,7,6.714285714285714,OLDER FAMILIES,Budget
105194,16.200000000000003,2,8.100000000000001,RETIREES,Budget
105195,40.0,7,5.714285714285714,RETIREES,Premium
105196,51.8,6,8.633333333333333,OLDER FAMILIES,Mainstream
105197,23.4,3,7.8,RETIREES,Mainstream
105198,20.8,3,6.933333333333334,RETIREES,Mainstream
105199,56.0,7,8.0,MIDAGE SINGLES/COUPLES,Premium
105200,72.8,11,6.618181818181818,YOUNG FAMILIES,Budget
105201,51.6,7,7.371428571428572,MIDAGE SINGLES/COUPLES,Premium
105202,38.8,7,5.542857142857143,OLDER FAMILIES,Budget
105203,48.6,7,6.942857142857143,OLDER FAMILIES,Budget
105204,74.6,10,7.459999999999999,YOUNG FAMILIES,Premium
105205,19.6,4,4.9,RETIREES,Budget
105206,98.0,12,8.166666666666666,RETIREES,Premium
105207,16.2,2,8.1,OLDER FAMILIES,Premium
105208,32.6,5,6.5200000000000005,RETIREES,Premium
105209,31.8,5,6.36,YOUNG FAMILIES,Premium
105210,18.6,3,6.2,YOUNG SINGLES/COUPLES,Premium
105211,25.400000000000002,4,6.3500000000000005,OLDER FAMILIES,Premium
105212,68.0,9,7.555555555555555,YOUNG FAMILIES,Premium
105213,24.0,4,6.0,OLDER SINGLES/COUPLES,Budget
105214,35.2,5,7.040000000000001,OLDER SINGLES/COUPLES,Mainstream
105215,25.799999999999997,4,6.449999999999999,OLDER SINGLES/COUPLES,Budget
105216,77.6,12,6.466666666666666,YOUNG FAMILIES,Mainstream
105217,50.2,8,6.275,YOUNG SINGLES/COUPLES,Mainstream
105218,51.0,6,8.5,OLDER SINGLES/COUPLES,Premium
105219,53.6,7,7.6571428571428575,OLDER FAMILIES,Mainstream
105220,94.2,13,7.246153846153846,MIDAGE SINGLES/COUPLES,Mainstream
105221,75.60000000000001,13,5.815384615384616,OLDER FAMILIES,Budget
105222,52.4,9,5.822222222222222,OLDER FAMILIES,Budget
105223,34.0,6,5.666666666666667,MIDAGE SINGLES/COUPLES,Premium
105224,49.4,9,5.488888888888889,YOUNG FAMILIES,Mainstream
105225,64.0,9,7.111111111111111,RETIREES,Premium
105226,46.0,6,7.666666666666667,RETIREES,Budget
105227,59.2,8,7.4,OLDER SINGLES/COUPLES,Premium
105228,51.4,7,7.3428571428571425,MIDAGE SINGLES/COUPLES,Premium
105229,20.8,4,5.2,OLDER SINGLES/COUPLES,Mainstream
105230,38.7,6,6.45,RETIREES,Premium
105231,75.2,9,8.355555555555556,OLDER FAMILIES,Budget
105232,42.2,6,7.033333333333334,RETIREES,Mainstream
105233,89.8,13,6.907692307692307,YOUNG FAMILIES,Budget
106000,22.4,4,5.6,OLDER FAMILIES,Budget
106001,14.600000000000001,2,7.300000000000001,YOUNG SINGLES/COUPLES,Mainstream
106002,42.2,7,6.028571428571429,OLDER FAMILIES,Mainstream
106003,15.2,2,7.6,MIDAGE SINGLES/COUPLES,Mainstream
106004,75.6,10,7.56,OLDER SINGLES/COUPLES,Mainstream
106005,25.1,5,5.0200000000000005,MIDAGE SINGLES/COUPLES,Premium
106006,18.2,3,6.066666666666666,OLDER SINGLES/COUPLES,Premium
106007,60.400000000000006,9,6.711111111111112,YOUNG FAMILIES,Budget
106008,33.8,5,6.76,OLDER SINGLES/COUPLES,Mainstream
106009,6.2,1,6.2,YOUNG SINGLES/COUPLES,Premium
106010,61.199999999999996,9,6.8,YOUNG FAMILIES,Budget
106011,56.6,6,9.433333333333334,OLDER FAMILIES,Budget
106012,37.8,5,7.56,OLDER SINGLES/COUPLES,Premium
106013,39.6,4,9.9,OLDER FAMILIES,Budget
106014,56.0,7,8.0,YOUNG FAMILIES,Budget
106015,30.8,4,7.7,YOUNG FAMILIES,Budget
106016,53.0,7,7.571428571428571,OLDER SINGLES/COUPLES,Mainstream
106017,61.199999999999996,9,6.8,OLDER SINGLES/COUPLES,Premium
106018,33.0,4,8.25,YOUNG SINGLES/COUPLES,Mainstream
106019,68.4,10,6.840000000000001,OLDER SINGLES/COUPLES,Premium
106020,54.6,8,6.825,OLDER FAMILIES,Budget
106021,48.6,8,6.075,MIDAGE SINGLES/COUPLES,Premium
106022,40.8,6,6.8,NEW FAMILIES,Premium
106023,30.0,5,6.0,YOUNG SINGLES/COUPLES,Budget
106024,13.4,2,6.7,OLDER FAMILIES,Mainstream
106025,15.2,3,5.066666666666666,NEW FAMILIES,Budget
106026,67.6,11,6.145454545454545,YOUNG FAMILIES,Budget
106027,32.4,5,6.4799999999999995,RETIREES,Mainstream
106028,8.8,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
106029,58.1,9,6.455555555555556,YOUNG FAMILIES,Budget
106030,48.0,7,6.857142857142857,OLDER FAMILIES,Premium
106031,38.6,6,6.433333333333334,OLDER SINGLES/COUPLES,Mainstream
106032,52.0,7,7.428571428571429,YOUNG FAMILIES,Budget
106033,15.8,3,5.266666666666667,MIDAGE SINGLES/COUPLES,Premium
106034,26.8,4,6.7,RETIREES,Budget
106035,49.6,7,7.085714285714286,YOUNG SINGLES/COUPLES,Mainstream
106036,23.9,5,4.779999999999999,OLDER SINGLES/COUPLES,Mainstream
106037,42.0,6,7.0,OLDER SINGLES/COUPLES,Premium
106038,55.2,7,7.885714285714286,OLDER SINGLES/COUPLES,Premium
106039,28.0,5,5.6,OLDER SINGLES/COUPLES,Mainstream
106040,35.2,4,8.8,RETIREES,Budget
106041,43.599999999999994,6,7.266666666666666,RETIREES,Mainstream
106042,51.0,8,6.375,OLDER FAMILIES,Mainstream
106043,35.800000000000004,5,7.160000000000001,OLDER SINGLES/COUPLES,Budget
106044,58.6,9,6.511111111111111,YOUNG FAMILIES,Premium
106045,44.8,8,5.6,OLDER FAMILIES,Mainstream
106046,19.6,4,4.9,OLDER FAMILIES,Budget
106047,82.5,13,6.346153846153846,OLDER FAMILIES,Premium
106048,35.4,5,7.08,OLDER SINGLES/COUPLES,Premium
106049,31.6,4,7.9,YOUNG FAMILIES,Premium
106050,34.1,6,5.683333333333334,MIDAGE SINGLES/COUPLES,Budget
106051,49.4,7,7.057142857142857,MIDAGE SINGLES/COUPLES,Mainstream
106052,25.6,4,6.4,RETIREES,Mainstream
106053,34.6,6,5.766666666666667,NEW FAMILIES,Premium
106054,34.0,6,5.666666666666667,RETIREES,Mainstream
106055,32.2,4,8.05,YOUNG SINGLES/COUPLES,Budget
106056,12.0,2,6.0,OLDER FAMILIES,Budget
106057,51.4,7,7.3428571428571425,OLDER SINGLES/COUPLES,Mainstream
106058,33.2,5,6.640000000000001,YOUNG FAMILIES,Premium
106059,64.4,10,6.44,YOUNG SINGLES/COUPLES,Mainstream
106060,12.600000000000001,2,6.300000000000001,YOUNG SINGLES/COUPLES,Premium
106061,15.600000000000001,2,7.800000000000001,RETIREES,Budget
106062,30.6,4,7.65,YOUNG FAMILIES,Premium
106063,10.2,2,5.1,RETIREES,Budget
106064,43.6,6,7.266666666666667,OLDER SINGLES/COUPLES,Mainstream
106065,77.0,11,7.0,RETIREES,Mainstream
106066,16.799999999999997,2,8.399999999999999,YOUNG FAMILIES,Premium
106067,34.7,6,5.783333333333334,OLDER SINGLES/COUPLES,Premium
106068,50.2,8,6.275,OLDER FAMILIES,Budget
106069,42.8,7,6.114285714285714,YOUNG FAMILIES,Premium
106070,65.0,9,7.222222222222222,OLDER FAMILIES,Budget
106071,39.7,5,7.94,YOUNG SINGLES/COUPLES,Mainstream
106072,47.0,7,6.714285714285714,OLDER SINGLES/COUPLES,Budget
106073,57.0,7,8.142857142857142,OLDER FAMILIES,Budget
106074,21.400000000000002,3,7.133333333333334,MIDAGE SINGLES/COUPLES,Budget
106075,22.599999999999998,3,7.533333333333332,OLDER SINGLES/COUPLES,Budget
106076,52.0,7,7.428571428571429,YOUNG FAMILIES,Budget
106077,33.2,4,8.3,MIDAGE SINGLES/COUPLES,Mainstream
106078,56.0,8,7.0,OLDER FAMILIES,Budget
106079,35.4,4,8.85,OLDER SINGLES/COUPLES,Premium
106080,44.9,8,5.6125,OLDER FAMILIES,Mainstream
106081,34.6,6,5.766666666666667,RETIREES,Mainstream
106082,45.8,8,5.725,YOUNG SINGLES/COUPLES,Premium
106083,43.2,7,6.171428571428572,OLDER FAMILIES,Budget
106084,10.399999999999999,2,5.199999999999999,NEW FAMILIES,Mainstream
106085,42.6,6,7.1000000000000005,YOUNG SINGLES/COUPLES,Mainstream
106086,32.0,5,6.4,RETIREES,Premium
106087,37.8,6,6.3,OLDER FAMILIES,Premium
106088,50.400000000000006,7,7.200000000000001,NEW FAMILIES,Premium
106089,51.0,8,6.375,OLDER FAMILIES,Budget
106090,50.4,6,8.4,OLDER SINGLES/COUPLES,Premium
106091,71.4,11,6.490909090909091,YOUNG FAMILIES,Premium
106092,49.85,9,5.538888888888889,OLDER FAMILIES,Budget
106093,42.800000000000004,6,7.133333333333334,RETIREES,Premium
106094,28.0,4,7.0,OLDER SINGLES/COUPLES,Mainstream
106095,25.8,3,8.6,YOUNG SINGLES/COUPLES,Budget
106096,49.4,7,7.057142857142857,YOUNG FAMILIES,Budget
106097,14.200000000000001,2,7.1000000000000005,RETIREES,Premium
106098,33.4,4,8.35,YOUNG SINGLES/COUPLES,Premium
106099,34.9,5,6.9799999999999995,RETIREES,Mainstream
106100,50.0,6,8.333333333333334,OLDER SINGLES/COUPLES,Budget
106101,44.8,7,6.3999999999999995,OLDER SINGLES/COUPLES,Premium
106102,19.2,3,6.3999999999999995,OLDER FAMILIES,Premium
106103,35.6,6,5.933333333333334,NEW FAMILIES,Mainstream
106104,62.6,9,6.955555555555556,RETIREES,Mainstream
106105,6.6,2,3.3,OLDER SINGLES/COUPLES,Premium
106106,23.799999999999997,3,7.933333333333333,RETIREES,Mainstream
106107,60.2,7,8.6,OLDER SINGLES/COUPLES,Mainstream
106108,14.600000000000001,3,4.866666666666667,OLDER SINGLES/COUPLES,Budget
106109,36.6,5,7.32,OLDER SINGLES/COUPLES,Premium
106110,55.4,7,7.914285714285714,YOUNG FAMILIES,Budget
106111,36.8,5,7.359999999999999,OLDER SINGLES/COUPLES,Mainstream
106112,37.0,6,6.166666666666667,OLDER SINGLES/COUPLES,Premium
106113,73.8,9,8.2,OLDER FAMILIES,Budget
106114,27.4,5,5.4799999999999995,RETIREES,Mainstream
106115,11.8,3,3.9333333333333336,OLDER SINGLES/COUPLES,Budget
106116,31.8,5,6.36,OLDER FAMILIES,Mainstream
106117,39.6,5,7.92,MIDAGE SINGLES/COUPLES,Mainstream
106118,51.4,7,7.3428571428571425,RETIREES,Premium
106119,50.8,7,7.257142857142857,OLDER FAMILIES,Premium
106120,76.0,10,7.6,YOUNG FAMILIES,Premium
106121,77.7,9,8.633333333333333,OLDER FAMILIES,Budget
106122,28.4,4,7.1,MIDAGE SINGLES/COUPLES,Budget
106123,46.6,7,6.6571428571428575,MIDAGE SINGLES/COUPLES,Mainstream
106124,24.6,4,6.15,YOUNG FAMILIES,Budget
106125,45.0,7,6.428571428571429,OLDER FAMILIES,Budget
106126,44.0,6,7.333333333333333,RETIREES,Premium
106127,33.2,6,5.533333333333334,OLDER SINGLES/COUPLES,Premium
106128,44.0,6,7.333333333333333,YOUNG FAMILIES,Budget
106129,50.2,7,7.171428571428572,YOUNG FAMILIES,Mainstream
106130,39.8,5,7.959999999999999,YOUNG SINGLES/COUPLES,Budget
106131,59.6,9,6.622222222222223,RETIREES,Premium
106132,27.2,4,6.8,RETIREES,Budget
106133,57.8,8,7.225,OLDER SINGLES/COUPLES,Mainstream
106134,40.2,5,8.040000000000001,YOUNG SINGLES/COUPLES,Budget
106135,31.2,5,6.24,OLDER SINGLES/COUPLES,Budget
106136,39.2,6,6.533333333333334,RETIREES,Premium
106137,56.599999999999994,9,6.288888888888888,OLDER FAMILIES,Premium
106138,31.6,5,6.32,OLDER SINGLES/COUPLES,Mainstream
106139,40.6,6,6.766666666666667,OLDER FAMILIES,Budget
106140,59.0,8,7.375,YOUNG FAMILIES,Budget
106141,40.2,5,8.040000000000001,NEW FAMILIES,Mainstream
106142,23.400000000000002,3,7.800000000000001,YOUNG FAMILIES,Premium
106143,73.6,9,8.177777777777777,OLDER SINGLES/COUPLES,Budget
106144,44.4,6,7.3999999999999995,YOUNG SINGLES/COUPLES,Premium
106145,20.799999999999997,3,6.933333333333333,NEW FAMILIES,Premium
106146,49.4,7,7.057142857142857,OLDER FAMILIES,Budget
106147,43.2,6,7.2,MIDAGE SINGLES/COUPLES,Budget
106148,14.4,2,7.2,RETIREES,Budget
106149,21.8,3,7.266666666666667,YOUNG SINGLES/COUPLES,Mainstream
106150,73.60000000000001,10,7.360000000000001,RETIREES,Budget
106151,20.4,3,6.8,YOUNG SINGLES/COUPLES,Mainstream
106152,15.2,3,5.066666666666666,OLDER FAMILIES,Budget
106153,44.0,6,7.333333333333333,OLDER SINGLES/COUPLES,Premium
106154,46.2,7,6.6000000000000005,YOUNG FAMILIES,Budget
106155,61.800000000000004,8,7.7250000000000005,YOUNG SINGLES/COUPLES,Mainstream
106156,35.0,5,7.0,NEW FAMILIES,Mainstream
106157,12.399999999999999,2,6.199999999999999,OLDER FAMILIES,Mainstream
106158,51.6,7,7.371428571428572,YOUNG FAMILIES,Budget
106159,51.4,8,6.425,YOUNG FAMILIES,Budget
106160,52.800000000000004,9,5.866666666666667,OLDER FAMILIES,Premium
106161,27.900000000000002,5,5.58,RETIREES,Mainstream
106162,5.8,1,5.8,OLDER SINGLES/COUPLES,Mainstream
106163,65.2,10,6.5200000000000005,OLDER FAMILIES,Premium
106164,34.6,7,4.942857142857143,OLDER FAMILIES,Budget
106165,23.6,3,7.866666666666667,YOUNG SINGLES/COUPLES,Mainstream
106166,39.2,6,6.533333333333334,OLDER FAMILIES,Premium
106167,58.4,8,7.3,OLDER FAMILIES,Mainstream
106168,20.2,3,6.733333333333333,MIDAGE SINGLES/COUPLES,Premium
106169,73.0,9,8.11111111111111,MIDAGE SINGLES/COUPLES,Budget
106170,53.2,7,7.6000000000000005,OLDER FAMILIES,Premium
106171,38.6,5,7.720000000000001,RETIREES,Mainstream
106172,18.200000000000003,3,6.066666666666667,OLDER SINGLES/COUPLES,Budget
106173,52.6,8,6.575,YOUNG SINGLES/COUPLES,Premium
106174,88.8,11,8.072727272727272,YOUNG FAMILIES,Budget
106175,58.2,9,6.466666666666667,YOUNG FAMILIES,Mainstream
106176,51.6,8,6.45,OLDER FAMILIES,Budget
106177,65.8,8,8.225,OLDER FAMILIES,Budget
106178,19.6,2,9.8,YOUNG FAMILIES,Premium
106179,20.6,4,5.15,YOUNG FAMILIES,Budget
106180,27.8,4,6.95,YOUNG SINGLES/COUPLES,Mainstream
106181,35.2,5,7.040000000000001,OLDER SINGLES/COUPLES,Premium
106182,85.6,13,6.584615384615384,YOUNG FAMILIES,Budget
106183,43.2,6,7.2,RETIREES,Budget
106184,31.6,4,7.9,OLDER SINGLES/COUPLES,Budget
106185,38.6,6,6.433333333333334,OLDER SINGLES/COUPLES,Premium
106186,25.4,5,5.08,NEW FAMILIES,Premium
106187,55.5,8,6.9375,OLDER FAMILIES,Budget
106188,43.599999999999994,6,7.266666666666666,MIDAGE SINGLES/COUPLES,Mainstream
106189,16.200000000000003,2,8.100000000000001,YOUNG SINGLES/COUPLES,Mainstream
106190,39.8,6,6.633333333333333,OLDER SINGLES/COUPLES,Premium
106191,36.9,6,6.1499999999999995,OLDER SINGLES/COUPLES,Mainstream
106192,22.6,3,7.533333333333334,OLDER SINGLES/COUPLES,Budget
106193,66.4,9,7.377777777777778,YOUNG FAMILIES,Budget
106194,51.800000000000004,8,6.4750000000000005,YOUNG FAMILIES,Budget
106195,11.2,2,5.6,OLDER SINGLES/COUPLES,Budget
106196,60.7,10,6.07,OLDER FAMILIES,Premium
106197,50.2,8,6.275,OLDER FAMILIES,Premium
106198,31.0,4,7.75,YOUNG FAMILIES,Budget
106199,47.6,6,7.933333333333334,YOUNG FAMILIES,Premium
106200,17.200000000000003,2,8.600000000000001,RETIREES,Budget
106201,47.8,8,5.975,MIDAGE SINGLES/COUPLES,Premium
106202,44.1,6,7.3500000000000005,RETIREES,Mainstream
106203,29.0,6,4.833333333333333,OLDER SINGLES/COUPLES,Mainstream
106204,18.4,3,6.133333333333333,RETIREES,Mainstream
106205,61.6,9,6.844444444444445,OLDER SINGLES/COUPLES,Premium
106206,54.6,6,9.1,OLDER SINGLES/COUPLES,Premium
106207,45.300000000000004,8,5.6625000000000005,OLDER FAMILIES,Premium
106208,11.8,2,5.9,YOUNG SINGLES/COUPLES,Budget
106209,18.4,3,6.133333333333333,OLDER SINGLES/COUPLES,Mainstream
106210,44.6,6,7.433333333333334,NEW FAMILIES,Budget
106211,47.2,7,6.742857142857143,OLDER FAMILIES,Mainstream
106212,22.0,3,7.333333333333333,OLDER SINGLES/COUPLES,Premium
106213,30.4,4,7.6,OLDER SINGLES/COUPLES,Mainstream
106214,30.2,4,7.55,RETIREES,Budget
106215,40.0,6,6.666666666666667,RETIREES,Budget
106216,47.0,7,6.714285714285714,YOUNG FAMILIES,Budget
106217,32.4,4,8.1,RETIREES,Mainstream
106218,32.0,5,6.4,RETIREES,Premium
106219,21.8,5,4.36,RETIREES,Mainstream
106220,15.0,3,5.0,YOUNG SINGLES/COUPLES,Budget
106221,35.2,4,8.8,OLDER SINGLES/COUPLES,Budget
106222,13.399999999999999,2,6.699999999999999,MIDAGE SINGLES/COUPLES,Premium
106223,46.0,7,6.571428571428571,OLDER SINGLES/COUPLES,Mainstream
106224,34.4,5,6.88,NEW FAMILIES,Mainstream
106225,39.2,5,7.840000000000001,RETIREES,Mainstream
106226,34.65,7,4.95,MIDAGE SINGLES/COUPLES,Premium
106227,46.6,7,6.6571428571428575,YOUNG FAMILIES,Mainstream
106228,30.6,4,7.65,OLDER SINGLES/COUPLES,Budget
106229,33.0,5,6.6,OLDER SINGLES/COUPLES,Budget
106230,5.2,1,5.2,OLDER FAMILIES,Premium
106231,51.599999999999994,7,7.371428571428571,OLDER FAMILIES,Mainstream
106232,36.6,4,9.15,RETIREES,Mainstream
106233,49.800000000000004,8,6.2250000000000005,OLDER SINGLES/COUPLES,Budget
106234,21.599999999999998,5,4.319999999999999,MIDAGE SINGLES/COUPLES,Mainstream
106235,96.2,13,7.4,OLDER FAMILIES,Budget
106236,34.4,6,5.733333333333333,OLDER SINGLES/COUPLES,Mainstream
106237,41.4,6,6.8999999999999995,OLDER SINGLES/COUPLES,Budget
106238,25.8,3,8.6,RETIREES,Mainstream
106239,74.4,11,6.763636363636365,OLDER FAMILIES,Budget
106240,27.400000000000002,4,6.8500000000000005,YOUNG SINGLES/COUPLES,Premium
106241,50.5,8,6.3125,YOUNG FAMILIES,Mainstream
106242,19.0,2,9.5,RETIREES,Budget
106243,72.6,9,8.066666666666666,YOUNG FAMILIES,Premium
106244,42.800000000000004,6,7.133333333333334,RETIREES,Budget
106245,33.8,5,6.76,OLDER SINGLES/COUPLES,Premium
106246,29.2,5,5.84,MIDAGE SINGLES/COUPLES,Mainstream
106247,29.0,5,5.8,YOUNG SINGLES/COUPLES,Mainstream
106248,21.599999999999998,3,7.199999999999999,RETIREES,Premium
106249,55.2,7,7.885714285714286,YOUNG FAMILIES,Mainstream
106250,71.4,10,7.140000000000001,MIDAGE SINGLES/COUPLES,Mainstream
106251,78.8,12,6.566666666666666,YOUNG FAMILIES,Mainstream
106252,66.9,11,6.081818181818182,OLDER SINGLES/COUPLES,Mainstream
106253,55.400000000000006,8,6.925000000000001,OLDER FAMILIES,Budget
106254,51.8,7,7.3999999999999995,MIDAGE SINGLES/COUPLES,Premium
106255,54.2,7,7.742857142857143,YOUNG SINGLES/COUPLES,Mainstream
106256,63.2,9,7.022222222222222,OLDER FAMILIES,Budget
106257,54.7,8,6.8375,OLDER FAMILIES,Budget
106258,48.8,7,6.971428571428571,OLDER FAMILIES,Premium
106259,49.2,7,7.028571428571429,OLDER FAMILIES,Mainstream
106260,50.4,7,7.2,RETIREES,Budget
106261,46.2,6,7.7,OLDER SINGLES/COUPLES,Mainstream
106262,41.6,6,6.933333333333334,OLDER SINGLES/COUPLES,Mainstream
106263,36.0,5,7.2,NEW FAMILIES,Mainstream
106264,37.2,5,7.44,OLDER SINGLES/COUPLES,Budget
106265,15.0,3,5.0,YOUNG SINGLES/COUPLES,Budget
107000,63.8,9,7.088888888888889,OLDER FAMILIES,Premium
107001,54.6,7,7.8,YOUNG FAMILIES,Mainstream
107002,27.599999999999998,4,6.8999999999999995,OLDER SINGLES/COUPLES,Premium
107003,21.6,3,7.2,OLDER SINGLES/COUPLES,Premium
107004,16.8,2,8.4,YOUNG SINGLES/COUPLES,Mainstream
